Participant_ID,Participant_Name,Delaying_Exchange_until_2026,Request_for_Information,Information_Delivery,Requests_for_Notification_of_ADT_Events,Own_Technology_URL,Own_Technology_Email,Own_Technology_Phone,Date_DSA_Terminated,Date_Operations_Ceased,Report_Date
DXF003528,Lakeview Terrace Skilled Nursing Facility,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005501,Lakewood Healthcare Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000962,Lance Steinberg MD Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002687,"Landmark Healthplan of California, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002770,Landmark Medical Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003219,"Landmark Medical of California, PC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003992,LaPortaCare,No,SELF,SELF,SELF,https://laportacare.com/,info@laportacare.com,408-256-2629,NA,NA,3/13/24
DXF003994,Larchmont Pediatrics,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005315,LAS AMERICAS MEDICAL CLINIC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001988,Las Flores Conv Hospital,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001361,LaSalle Medical Associates,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000110,"Laser Eye Care of California, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000661,Lassen County Behavioral Health,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003423,Lassen Nursing & Rehabilitation Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004814,Latara Enterprise Inc. dba Foundation Laboratory,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001819,Laura N. Petrovich,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001754,Laurel Convalescent Hospital,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005354,LAUREL HEIGHTS COMMUNITY CARE,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000131,Laurel Schramm MD,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000183,"Lavinia Chong, M.D., Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001873,Lawrence L Lin MD,Yes,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003876,Lawton Skilled Nursing & Rehabilitation Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004630,"Le Meilleur Health Care Services, Inc",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004996,LEGACY POST-ACUTE REHABILITATION CENTER,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004006,Legal Aid of Sonoma County,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003233,"Leila Magistrado, M.D.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002984,Leisure Court Nursing Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002857,Lemon Grove Health Associates LLC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003272,"Leomar Health Group, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004208,Leslie Kaplan MD,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004309,Lestonnac Free Clinic,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003524,"Level Home Health, Inc",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003578,Libertana,Yes,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NA,NA,NA,NA,NA,3/13/24
DXF004539,Life Connect Medical,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004250,LifeLine Ambulance Service,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003284,LifeLong Medical Care,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002283,LifeStart Fertility Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003368,"Lifestyle Works, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003034,LightHouse for the Blind and Visually Impaired,Yes,SELF,SELF,SELF,NA,bmoseley@lighthouse-sf.org,(415) 694-7327,NA,NA,3/13/24
DXF001602,LILY ENAYATI MD INC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000571,LINA C SHAMMAS DO INC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003015,Lincoln Glen Skilled Nursing,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001671,"Lisa Considine, D.O, Inc",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004120,Litholink Corporation,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004508,Little Manila Foundation,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001755,Live Oak Rehabilitation Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001217,Live Well IPA,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF000296,Livingstone Community Health Clinic,Yes,Orange County Partners in Health HIE,Orange County Partners in Health HIE,Orange County Partners in Health HIE,NA,NA,NA,NA,NA,3/13/24
DXF002302,"Livingwater's Medical Clinic, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001098,"Liza Presser Belkin, MD Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004643,"LJMP, LP Capri in the Desert",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002401,LMDPR,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000972,LMS Physicians Care PC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001254,"Loan Truong, M.D., INC.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003253,"Lodi Memorial Hospital Association, Inc.",No,CommonWell Health Alliance,CommonWell Health Alliance,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF000151,Logan M Haak MD Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000104,Loida V Guevarra MD Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004984,"Loma Vista Endocrinology, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001474,Lomita Family Medical Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003868,Lompoc Skilled Nursing & Rehabilitation Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000050,Lompoc Valley Medical Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002981,Long Beach Post Acute,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003982,Long Beach Women's & Children,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002962,Long Health Inc,No,SELF,SELF,SELF,https://www.longhealth.io/contact,contact@longhealth.io,408-348-1118,NA,NA,3/13/24
DXF003336,Long Health Inc,No,SELF,SELF,SELF,https://www.longhealth.io/contact,contact@longhealth.io,408-348-1118,NA,NA,3/13/24
DXF002898,Long Valley Health Center,Yes,Carequality,Carequality,NOT APPLICABLE,NA,NA,NA,NA,NA,3/13/24
DXF001512,Longwood Management Corp.,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001756,Longwood Manor Convalescent Hospital,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001493,"Lori B. Birndorf, D.O., A Medical Corporation",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004074,Lori R Krieger MD INC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005139,Los Altos Subacute & Rehabilitation,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005575,Los Angeles Christian Health Centers,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003952,Los Angeles Community Hospital,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003956,Los Angeles Community Hospital at Bellflower,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002375,Los Angeles County Department of Public Health,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000213,Los Angeles Kidney Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000581,Los Angeles LGBT Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000079,Los Angeles Network for Enhanced Services (LANES),No,SELF,SELF,SELF,https://lanesla.org/contact-us/,Info@lanesla.org,NA,NA,NA,3/13/24
DXF002036,Los Angeles Rehab,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000387,"Louise Cooley Davis, M.D.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002612,Love Focus International Association,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002916,LSS Nor Ca,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002491,Lucidity Sleep and Psychiatry,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005055,Lucile Packard Children's Hospital Stanford,No,Carequality,Carequality,OTHER,NA,NA,NA,NA,NA,3/13/24
DXF000120,"Luis A. Chanes, M.D., Inc. d/b/a Eye Associates of Orange County",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000515,"Luis M. Marquez, MD, Inc",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001035,Lumeris/Essence Healthcare,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000931,Luther Mangoba MD INC,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF002945,Lutheran Social Services of Northern California,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002779,Lutheran Social Services of Southern California,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003632,Lutheran Social Services of Southern California,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003424,Lynwood Post Acute Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000528,"M. Jammal, M.D. Pediatrics",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001551,"M. Mark Mofid, M.D., A Professional Corporation",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000658,M. Nieves Gutierrez-Go M.D. Inc.,No,Manifest MedEx,Manifest MedEx,NOT APPLICABLE,NA,NA,NA,NA,NA,3/13/24
DXF005072,M/S SURGERY CENTER,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004511,Mad River Community Hospital,Yes,OTHER,OTHER,OTHER,NA,NA,NA,NA,NA,3/13/24
DXF003203,Madera County Behavioral Health,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003425,Madera Rehabilitation & Nursing Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001546,"Magella Medicla Group, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001758,Magnolia Gardens Convalescent Hospital,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004796,Magnolia Surgery Center,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF002931,"Mahmoud Ibrahim, M.D.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001507,Majid Shahbaz MD Inc.,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002951,Mallu C Reddy MD Inc,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF004744,Maltique LLC dba Sherwood Healthcare Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004402,mama baby obgyn inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004129,"Mammography Specialists, LG",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000374,Mammoth Hospital,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004659,"Man C Duong, MD, APC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002765,Managed Health Network,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004484,"Mandeep Ayer, M.D.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001163,Mangrove Medical Group,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000013,Manifest MedEx,No,SELF,SELF,SELF,https://www.manifestmedex.org/dxf-resource/,dxfdirectory@manifestmedex.org,435-729-9894,NA,NA,3/13/24
DXF001269,Manikanda G Raja MD corp,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003636,"MANJARI ARAVAMUTHAN,M.D.,P.C.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003600,Manjul Patwardhan MD Prof Corp,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003503,Manning Gardens Care Center Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005076,Manorcare Fountain Valley,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005068,ManorCare Health Services (Sunnyvale),No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005069,Manorcare Health Services Palm Desert,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005070,ManorCare Healthservices - Hemet,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000383,Manual Orthopedic Physical Therapy Inc.,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000940,Manzoor A. Kazi Medical Associates Inc.,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000669,Marcia Luisi MD,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000842,Marcos Borrero MD Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003653,"Margaret Creek, LMFT 42815",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001425,"Maria Geraldina Fuentes, MD Inc",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001880,Maria Lourdes S. Mara MD - A Medical Corp,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000852,Maria Remedios Gopez MD Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003813,Marian Regional Medical Center (So CA),No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004389,MARIE CLAUDETTE GRAGEDA,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003991,Marin Center for Independent Living,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003491,Marin City Health and Wellness Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002948,Marin Community Clinic,No,CommonWell Health Alliance,CommonWell Health Alliance,NOT APPLICABLE,NA,NA,NA,NA,NA,3/13/24
DXF004644,"Marina Garden Nursing  Center, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000235,Mario I Brakin,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005077,Mariposa County Health and Human Services,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004485,"Mariya A Zakiuddin, MD, A Medical Corporation",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001950,Mark C. Adrian M.D. INC.,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001441,"Mark E. Rosen, DO, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001672,Mark Johnson,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002242,Mark Twain Health Care District,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003805,Mark Twain Medical Center (So CA),No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004648,Marquis Care at Shasta,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003971,Marshall Medical Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000576,Marta S Sarmiento MD INC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005277,Martha Meza MD,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002376,Martin Luther King Jr. Community Medical Foundation,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000763,"Martin Luther King, Jr.-Los Angeles (MLK-LA) Healthcare Corporation",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001279,Martin M. Bress MD APC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000461,"Martin Medical Center, P.C.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005352,Mary Health of the Sick,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001296,"Mary Jane Dylla, MD",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000573,"Mary M. Moebius, MD Inc",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000310,Mary Pham DDS Dental Corporation,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000312,Mary Pham Ikeda DDS MS Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000309,Mary Pham Ikeda Dental Corporation,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000311,Mary R Pham DDS Dental Corporation,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000308,Mary R Pham DDS Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000307,Mary Regina Pham DDS MS Dental Corporation,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001965,Masoud Afshar,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002007,Masoud Afshar MD Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005580,"Master•Care, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002914,MasterCare,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001937,"Mathew Isho, M.D., P.C.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002754,"Matrix care Services, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004437,"Matrix Care Services,LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004317,Matrix Health Promotion,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001006,"Matthew Pifer, MD",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003241,Matthew Schultzel DO & Douglas Sullivan PC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004228,"Maureen O. Khoo, MD, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001717,"Max V. Soliguen, M.D.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003523,Mayer MD Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000872,Mayers Memorial Hospital District,Yes,SacValley MedShare,SacValley MedShare,SacValley MedShare,NA,NA,NA,NA,NA,3/13/24
DXF001760,Mayflower Care Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004252,maywood acres healthcare,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002208,mba,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004400,McCloud Fire Department,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001463,MD Care and Associates,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002035,"MD Care Providers, Inc.",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001218,MD Senior Care,No,Manifest MedEx,Manifest MedEx,Manifest MedEx,NA,NA,NA,NA,NA,3/13/24
DXF003007,MDLC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004897,Meadow Creek Post-Acute,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003501,"Meadowbrook Post Acute, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF001761,Meadows Ridge Care Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000280,Med Stop Urgent Care Center,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000364,"MedAmerica Physician Solutions, PC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF002674,Medhat Mikhael MD Inc DBA Pain Medicine Associates,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF000173,Medi Psych Services Inc,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF005347,Medical Center Convalescent Hospital,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004441,"Medical Diagnostic Laboratories, LLC",No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF003627,Medical Diagnostic Laboratory LLC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
DXF004139,Medical Neurogenetic LLC,No,NONE SELECTED,NONE SELECTED,NONE SELECTED,NA,NA,NA,NA,NA,3/13/24
